Name,Price,Payout,Probability
Crossword Express,1,1,0.1597444089456869
Crossword Express,1,3,0.038461538461538464
Crossword Express,1,12,0.0196078431372549
Crossword Express,1,40,1.4997742839702624e-4
Crossword Express,1,1000,9.0908264470323e-6
Crossword Express,1,0,0.7820271412006756
