Name,Price,Payout,Probability
King Crossword,2,2,0.10515247108307045
King Crossword,2,4,0.10111223458038422
King Crossword,2,10,0.01719986240110079
King Crossword,2,20,0.004975124378109453
King Crossword,2,50,9.99000999000999e-4
King Crossword,2,100,6.995110417817946e-4
King Crossword,2,1000,8.333263889467588e-6
King Crossword,2,12000,1.24998437519531e-5
King Crossword,2,0,0.7698409624089109
